Tributary	ReachName	ReachID	Crew	Survey	Fishing	Visibility	Weather	Comments	Date	Season	Year	CohoIndividuals	SteelheadIndividuals	ChinookIndividuals	SalmonidSpIndividuals	CohoRedds	SteelheadRedds	ChinookRedds	SalmonidSpRedds
PENA CREEK	PEN 1	RR-PEN-000.00:004.05	ZR SL	SS	1	99	CLEAR SUNNY		2/3/2016 0:00	2015-2016	2016	0	13	1	0	0	3	1	1
MARK WEST CREEK	MAR 14	RR-MAR-040.18:042.85	DD AL ES	SS	1	1.5	PARTLY CLOUDY		2/3/2016 0:00	2015-2016	2016	0	1	0	1	0	0	0	2
GRAPE CREEK	GRP 2	RR-GRP-001.39:002.49	TC SL	SS	1	99	CLEAR SUNNY		2/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WINE CREEK	WIN 1	RR-WIN-000.00:001.65	SL TC	SS	1	99	CLEAR SUNNY		2/4/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	0
MILL CREEK	MIL 5	RR-MIL-014.06:015.54	NB JD	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PALMER CREEK	PAL 1	RR-PAL-000.00:002.75	DD MOH	SS	1	99	CLEAR SUNNY	NO FISH	2/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
WILLOW CREEK	WIL 3	RR-WIL-003.49:006.15	NB NO	SS	1	1.3	CLEAR SUNNY	FOUND a MIS-SPELLED FLAG THAT WAS NOT AGED. WE RECORDED IT AS AGE 4 AND TIED KNOT	2/5/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	WB DP LP	SS	1	99	OVERCAST		2/5/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	0
PORTER CREEK	POR 1	RR-POR-000.00:002.43	AB JD	SS	1	99	OVERCAST	FORM OUTDATED. SKIN AND JAW FOUND.	2/5/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	1
GRUB CREEK	DUT 2	RR-GRU-000.00:000.72	AI MOH	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/8/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 1	RR-GRA-000.00:001.80	ZR SL	SS	1	3	CLEAR SUNNY	"START TIME CHANGE 9:32 (Done, AJ)"	2/9/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 4	RR-PEN-009.12:013.89	SL ZR	SS	1	99	PARTLY CLOUDY	Resident trout and Sacramento Suckers present	1/12/2016 0:00	2015-2016	2016	1	7	3	0	1	0	1	1
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	AI WB	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	1/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
SANTA ROSA CREEK	SAN 9	RR-SAN-028.22:029.70	NB MOH	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	1/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HULBERT CREEK	HUL 3	RR-HUL-005.16:007.20	DD JD	SS	1	1.5	PARTLY CLOUDY	"NO FISH NO REDDS, Data transcribed to Allegro from data sheets"	1/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	DD SW	SS	1	0.7	STEADY RAIN	ALLEGRO FAIL- Prior to openning the form the allegro kept freezing and not allowing us to select anything in the drop down menus in the trip form. No Fish No redds. Crew conducted survey in subreach only due to poor visibility in Dutch Bill 1. 	1/13/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
SCHOOLHOUSE CREEK	GIL 1	RR-SCH-000.00:001.00	SW AI NO	SS	1	2	CLEAR SUNNY	No fish No redds	1/21/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 3	RR-MIL-005.75:009.98	DD NO JR	SS	1	0.7	OVERCAST	NO FISH NO REDDS	1/25/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 2	RR-GRA-001.80:003.88	TC AI	SS	1	0.5	OVERCAST	NO FISH NO REDDS	1/25/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PURRINGTON CREEK	PUR 1	RR-PUR-000.00:004.50	ZR TC	SS	1	0.5	OVERCAST		1/26/2016 0:00	2015-2016	2016	0	2	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 2	RR-GRE-012.49:016.09	SL SW	SS	1	0.8	OVERCAST	"We missed redd flag GRE154160111R002, but we are confident that it is a 4 because we saw no redd anywhere near the place it should have exisited and was most likely blown out"	1/26/2016 0:00	2015-2016	2016	1	0	0	0	0	0	0	0
WILLOW CREEK	WIL 4	RR-WIL-006.15:009.16	JD JP	SS	1	0.7	CLEAR SUNNY	NO FISH NO REDDS	1/27/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 12	RR-MAR-033.75:037.32	TC LP	SS	1	1.5	OVERCAST	NO FISH NO REDDS	1/28/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 1	RR-MIL-000.00:002.46	TC LP	SS	1	1.5	SHOWERS		1/28/2016 0:00	2015-2016	2016	0	4	0	0	0	0	0	1
GILLIAM CREEK	GIL 1	RR-GIL-000.00:002.32	ZR SL	SS	1	1.5	STEADY RAIN		1/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 1	RR-GRA-000.00:001.80	NB TC AL	SS	1	1.3	CLEAR SUNNY	NO FISH NO REDDS	2/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	AJ MOH	SS	1	99	CLEAR SUNNY		2/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 5	RR-AUS-009.86:012.13	WB AB	SS	1	99	OVERCAST		2/2/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
PENA CREEK	PEN 4	RR-PEN-009.12:013.89	TC JD	SS	1	99	PARTLY CLOUDY		2/3/2016 0:00	2015-2016	2016	0	4	0	0	0	0	0	0
WOODS CREEK	WOO 1	RR-WOO-000.00:003.80	AI LP	SS	1	99	PARTLY CLOUDY	NO FISH	2/3/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
SANTA ROSA CREEK	SAN 9	RR-SAN-028.22:029.70	DD ES AL	SS	1	99	OVERCAST	NO FISH NO REDDS	2/3/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PECHACO CREEK	PEC 1	RR-PEC-000.00:002.35	ZR SL	SS	1	99	OVERCAST		2/3/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 1	RR-MIL-000.00:002.46	ZR AI	SS	1	99	CLEAR SUNNY		2/4/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	1
MILL CREEK	MIL1.5	RR-MIL-002.46:003.03	ZR AI	SS	1	99	CLEAR SUNNY		2/4/2016 0:00	2015-2016	2016	0	1	0	0	0	1	0	0
WILLOW CREEK	WIL 4	RR-WIL-006.15:009.16	SL ZR AAL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/5/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 11	RR-MAR-030.60:033.75	JD SW	SS	1	2	CLEAR SUNNY	ALLEGRO FAIL REACH NAME AND FRAME DIDN'T HAVE A DROP DOWN. NO FISH NO REDDS	2/8/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 9	RR-MAR-024.34:027.19	ZR DD	SS	1	99	CLEAR SUNNY		2/8/2016 0:00	2015-2016	2016	0	3	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	AI MOH	SS	1	99	CLEAR SUNNY	NO FISH	2/8/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	WB LP AL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/8/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 2	RR-GRA-001.80:003.88	LP AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/9/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
NUTTY VALLEY CREEK	GRE 2	RR-NUT-000.00:000.94	WB SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/9/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HARRISON CREEK	GRE 2	RR-HAR-000.00:000.23	WB SW	SS	1	99	CLEAR SUNNY	"NO FISH NO REDDS, No GPS taken"	2/9/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WINE CREEK	WIN 1	RR-WIN-000.00:001.65	SL ZR	SS	1	99	CLEAR SUNNY		2/10/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
GILLIAM CREEK	GIL 1	RR-GIL-000.00:002.32	JR DD	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	2/10/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
EAST AUSTIN CREEK	EAU 1	RR-EAU-000.00:002.00	AI JD	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	2/10/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WALLACE CREEK	WAL 2	RR-WAL-001.83:004.43	NB SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 5	RR-MIL-014.06:015.54	WB AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL1.5	RR-MIL-002.46:003.03	MOH LP	SS	1	99	CLEAR SUNNY		2/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 3	RR-WIL-003.49:006.15	DD AAL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 4	RR-WIL-006.15:009.16	ZR WB DP	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 1	RR-PEN-000.00:004.05	SL WB SB	SS	1	99	CLEAR SUNNY	SOOOOOO MANY REDDS	2/16/2016 0:00	2015-2016	2016	0	7	0	0	0	16	3	8
PENA CREEK	PEN 5	RR-PEN-013.89:017.04	DD AI	SS	1	99	PARTLY CLOUDY	NO FISH	2/16/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 1	RR-POR-000.00:002.43	NB DD	SS	1	99	OVERCAST	FISH SKIN PIECE OBSERVED	2/17/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	AB AI	SS	1	1	OVERCAST		2/17/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	JD SL	SS	1	99	SHOWERS	NO FISH NO REDDS	2/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 3	RR-MIL-005.75:009.98	SW TC	SS	1	99	STEADY RAIN	NO FISH NO REDDS	2/18/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PALMER CREEK	PAL 1	RR-PAL-000.00:002.75	JD LP	SS	1	99	SHOWERS	NO FISH NO REDDS	2/18/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	AI WB	SS	1	1.5	OVERCAST		1/12/2016 0:00	2015-2016	2016	2	1	0	0	0	0	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	WB AI	SS	1	1.5	CLEAR SUNNY	NO FISH NO REDDS	1/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PECHACO CREEK	PEC 1	RR-PEC-000.00:002.35	SL JD	SS	1	0.8	OVERCAST	NO FISH NO REDDS	1/14/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WINE CREEK	WIN 1	RR-WIN-000.00:001.65	TC WB	SS	1	0.5	CLEAR SUNNY		1/21/2016 0:00	2015-2016	2016	0	9	0	0	0	4	0	1
MILL CREEK	MIL 5	RR-MIL-014.06:015.54	NB MOH	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	1/21/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
FELTA CREEK	FEL 1	RR-FEL-000.00:001.83	DD DP	SS	1	0.6	OVERCAST		1/21/2016 0:00	2015-2016	2016	4	2	0	0	1	0	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	ZR JD AL	SS	1	1.5	OVERCAST		1/25/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 4	RR-PEN-009.12:013.89	WB DP AL	SS	1	1	CLEAR SUNNY		1/27/2016 0:00	2015-2016	2016	0	4	0	1	0	2	0	2
PENA CREEK	PEN 5	RR-PEN-013.89:017.04	TC SW DA	SS	1	99	CLEAR SUNNY		1/27/2016 0:00	2015-2016	2016	0	0	0	1	0	1	0	0
PENA CREEK	PEN 1	RR-PEN-000.00:004.05	DD LP	SS	1	99	CLEAR SUNNY	NO REDDS	1/27/2016 0:00	2015-2016	2016	0	0	1	0	0	0	0	0
HULBERT CREEK	HUL 3	RR-HUL-005.16:007.20	MOH JD	SS	1	0.7	OVERCAST	"Allegro Fail. When crew had finished Porter and went to start on Hulburt, screen was blank. Couldn't get anything but blank screen (crew did not try to reset [AJ]). Data recorded on paper and GPS points recorded on Garmin. Start and End times incorrect."	1/28/2016 0:00	2015-2016	2016	0	1	1	0	1	0	1	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	ZR SW	SS	1	3	CLEAR SUNNY		1/28/2016 0:00	2015-2016	2016	0	3	0	0	0	1	0	1
PORTER CREEK	POR 1	RR-POR-000.00:002.43	JD MOH	SS	1	99	PARTLY CLOUDY		1/28/2016 0:00	2015-2016	2016	0	1	0	1	0	0	0	2
MARK WEST CREEK	MAR 14	RR-MAR-040.18:042.85	AI NB	SS	1	0.6	PARTLY CLOUDY		1/28/2016 0:00	2015-2016	2016	0	0	0	0	0	3	0	2
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	ZR SW	SS	1	99	OVERCAST	No Fish No Redds	1/28/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
REDWOOD CREEK	RED 1	RR-RED-000.00:001.66	AB JD DP	SS	1	99	OVERCAST	"START TIME IS INCORRECT BECAUSE OPENED TRIP TABLE AT OFFICE TO CHECK GPS. START TIME WAS ABOUT 10AM. (Done, AJ)"	1/29/2016 0:00	2015-2016	2016	0	0	1	0	0	0	0	3
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	WB TC NO AAL	SS	1	1	SHOWERS		1/29/2016 0:00	2015-2016	2016	0	1	0	0	0	1	0	0
GRAPE CREEK	GRP 2	RR-GRP-001.39:002.49	WB TC NO AAL	SS	1	1	SHOWERS		1/29/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	ZR AI JR	SS	1	99	CLEAR SUNNY		2/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
PURRINGTON CREEK	PUR 1	RR-PUR-000.00:004.50	TC SW	SS	1	1.5	OVERCAST		2/2/2016 0:00	2015-2016	2016	0	2	0	0	1	2	0	0
GREEN VALLEY CREEK	GRE 1	RR-GRE-007.80:012.49	LP AI	SS	1	99	OVERCAST		2/2/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	1
AUSTIN CREEK	AUS 6	RR-AUS-012.13:015.94	DD SL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS. Encountered issue with allegro form in the field. Entered data in the office post-survey. Actual start time: 10:30 AM  and Actual end time: 12:50 PM	2/2/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PURRINGTON CREEK	PUR 1	RR-PUR-000.00:004.50	TC MH	SS	1	1	CLEAR SUNNY	"CHANGE START TIME TO 9:07 (Done, AJ)"	2/9/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	0
LITTLE GREEN VALLEY CREE	GRE 1	RR-LGV-000.00:001.05	JD ES SB	SS	1	99	CLEAR SUNNY	"START TIME CHANGE 10:52 (Done, AJ)"	2/9/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 2	RR-GRE-012.49:016.09	WB SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/9/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 2	RR-GRP-001.39:002.49	ZR SL	SS	1	3	CLEAR SUNNY		2/10/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 3	RR-MIL-005.75:009.98	NB SW	SS	1	99	CLEAR SUNNY		2/11/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
PALMER CREEK	PAL 1	RR-PAL-000.00:002.75	WB AI	SS	1	99	CLEAR SUNNY	NO FISH	2/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 2	RR-MIL-003.03:005.75	SL DD SB	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
FELTA CREEK	FEL 1	RR-FEL-000.00:001.83	LP MOH	SS	1	99	CLEAR SUNNY		2/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
MILL CREEK	MIL 1	RR-MIL-000.00:002.46	SL ZR	SS	1	99	SHOWERS		2/18/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 1	RR-GRE-007.80:012.49	JD WB	SS	1	0.8	SHOWERS	NO FISH. VIS DECLINED TO 0.5 BY END OF SURVEY DUE TO RAIN.	2/19/2016 0:00	2015-2016	2016	0	0	0	0	0	4	0	1
GREEN VALLEY CREEK	GRE 2	RR-GRE-012.49:016.09	NB LP	SS	1	0.9	SHOWERS	VIS DROPPED TO .4 No Fish No New Redds	2/19/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK (MWC)	MPO 1	RR-MPO-000.00:002.65	DD ZR DP	SS	1	0.7	CLEAR SUNNY	NO FISH NO REDDS	2/22/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
REDWOOD CREEK	RED 1	RR-RED-000.00:001.66	JR WB	SS	1	99	CLEAR SUNNY	NO FISH EXCEPT 7 ADULT SAC SUCKERS. R004 was observed on way back to truck. 	2/22/2016 0:00	2015-2016	2016	0	0	0	1	0	3	0	1
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	SL ZR	SS	1	99	CLEAR SUNNY		2/24/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	0
GRAPE CREEK	GRP 2	RR-GRP-001.39:002.49	SL ZR	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/24/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GILLIAM CREEK	GIL 1	RR-GIL-000.00:002.32	NB AI	SS	1	99	PARTLY CLOUDY	NO FISH NO NEW REDDS	2/24/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 3	RR-PEN-006.49:009.12	JD AI	SS	1	99	PARTLY CLOUDY		2/25/2016 0:00	2015-2016	2016	0	0	0	1	0	0	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	ZR SW	SS	1	99	CLEAR SUNNY		2/25/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	DP LP	SS	1	99	CLEAR SUNNY	NFNNR LOA ISSUE	2/26/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	TC CO AP	SS	1	99	PARTLY CLOUDY	"NO FISH NO REDDS, 2 barriers observed GPS point take on Garmin between barriers"	2/26/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 3	RR-MIL-005.75:009.98	TC SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PURRINGTON CREEK	PUR 1	RR-PUR-000.00:004.50	ZR AI	SS	1	2	CLEAR SUNNY		3/1/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	0
MARK WEST CREEK	MAR 12	RR-MAR-033.75:037.32	WB LP	SS	1	99	CLEAR SUNNY		3/2/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
SANTA ROSA CREEK	SAN 9	RR-SAN-028.22:029.70	AI SW	SS	1	99	CLEAR SUNNY		3/2/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	3
FELTA CREEK	FEL 1	RR-FEL-000.00:001.83	DD MOH	SS	1	99	CLEAR SUNNY	NO FISH	2/4/2016 0:00	2015-2016	2016	0	0	0	0	0	3	0	3
MILL CREEK	MIL 4	RR-MIL-009.98:014.06	NB JD	SS	1	99	PARTLY CLOUDY		2/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
WALLACE CREEK	WAL 2	RR-WAL-001.83:004.43	BS LP	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 2	RR-MIL-003.03:005.75	DD AP	SS	1	99	OVERCAST	NO FISH	2/5/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	WB LP DP	SS	1	99	CLEAR SUNNY		2/5/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK (MWC)	MPO 1	RR-MPO-000.00:002.65	ZR DD	SS	1	2	CLEAR SUNNY		2/8/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 1	RR-GRE-007.80:012.49	JD SB ES	SS	1	99	PARTLY CLOUDY	"START TIME CHANGE 900 (Done, AJ)"	2/9/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
AUSTIN CREEK	AUS 5	RR-AUS-009.86:012.13	JD AI	SS	1	99	PARTLY CLOUDY		2/10/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	0
AUSTIN CREEK	AUS 6	RR-AUS-012.13:015.94	WB SW AL	SS	1	99	PARTLY CLOUDY	Broodstock coho obsereved!	2/10/2016 0:00	2015-2016	2016	3	0	0	1	3	2	0	2
MILL CREEK	MIL 1	RR-MIL-000.00:002.46	LP MOH	SS	1	99	CLEAR SUNNY		2/11/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	2
WOODS CREEK	WOO 1	RR-WOO-000.00:003.80	DD AI	SS	1	99	PARTLY CLOUDY	RES TROUT ON RIFFLE	2/16/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
DEAD COYOTE CREEK	WOO 1	RR-DEA-000.00:001.03	DD AI	SS	1	99	PARTLY CLOUDY	A COUPLE OLD REDDS IN R	2/16/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 1	RR-DUT-000.00:004.81	JD SL	SS	1	99	OVERCAST	NO FISH NO REDDS	2/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	ZR JR	SS	1	99	OVERCAST	multiple test diggs throughout reach. 	2/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	ZR JR	SS	1	99	OVERCAST		2/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HULBERT CREEK	HUL 3	RR-HUL-005.16:007.20	DD NB	SS	1	99	SHOWERS	SUCKER AND FISH SKIN OBSERVED	2/17/2016 0:00	2015-2016	2016	0	1	0	0	0	1	0	0
GRUB CREEK	DUT 2	RR-GRU-000.00:000.72	TC SW AL	SS	1	99	SHOWERS	NO FISH NO REDDS	2/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL1.5	RR-MIL-002.46:003.03	NB AI	SS	1	99	PARTLY CLOUDY	NO FISH	2/18/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WALLACE CREEK	WAL 2	RR-WAL-001.83:004.43	TC  SW	SS	1	99	SHOWERS	NO FISH NO REDDS	2/18/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 14	RR-MAR-040.18:042.85	DD AI	SS	1	1	OVERCAST	FISH SKIN OBSERVED	2/19/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	1
NUTTY VALLEY CREEK	GRE 2	RR-NUT-000.00:000.94	NB LP	SS	1	99	STEADY RAIN	NO FISH NO REDDS	2/19/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HARRISON CREEK	GRE 2	RR-HAR-000.00:000.23	NB LP	SS	1	99	SHOWERS	NO FISH NO REDDS	2/19/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 2	RR-GRA-001.80:003.88	AL SW NO	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/22/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
SANTA ROSA CREEK	SAN 9	RR-SAN-028.22:029.70	ZR DD DP	SS	1	1	CLEAR SUNNY	NO FISH NO REDDS	2/22/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 4	RR-MIL-009.98:014.06	JD LP	SS	1	99	OVERCAST	NO FISH NO REDDS	2/18/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 5	RR-MIL-014.06:015.54	JD LP	SS	1	99	OVERCAST	NO FISH NO REDDS	2/18/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 5	RR-AUS-009.86:012.13	ZR JD	SS	1	2	OVERCAST		2/23/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	2
AUSTIN CREEK	AUS 6	RR-AUS-012.13:015.94	TC NB	SS	1	99	CLEAR SUNNY		2/23/2016 0:00	2015-2016	2016	0	0	0	1	0	0	0	2
MARK WEST CREEK	MAR 11	RR-MAR-030.60:033.75	SL SB	SS	1	0.6	CLEAR SUNNY	NO FISH NO REDDS	2/23/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 3	RR-WIL-003.49:006.15	SW LP JR	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/24/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WINE CREEK	WIN 1	RR-WIN-000.00:001.65	ZR SL	SS	1	99	CLEAR SUNNY		2/24/2016 0:00	2015-2016	2016	0	0	0	0	0	4	0	0
PENA CREEK	PEN 1	RR-PEN-000.00:004.05	DD LP	SS	1	99	CLEAR SUNNY	CRAZY SAUCE	2/25/2016 0:00	2015-2016	2016	0	4	0	0	0	6	0	4
PENA CREEK	PEN 4	RR-PEN-009.12:013.89	TC SL	SS	1	99	CLEAR SUNNY		2/25/2016 0:00	2015-2016	2016	0	2	0	0	0	1	0	2
