"","Tributary","ReachName","ReachID","Crew","Survey","Fishing","Visibility","Weather","Comments","Date","Season","Year","CohoIndividuals","SteelheadIndividuals","ChinookIndividuals","SalmonidSpIndividuals","CohoRedds","SteelheadRedds","ChinookRedds","SalmonidSpRedds"
"396","PORTER CREEK","POR 2","RR-POR-002.43:004.65","WB DP LP","SS",1,99,"OVERCAST",NA,2016-02-05,"2015-2016",2016,0,1,0,0,0,0,0,0
"397","PORTER CREEK","POR 1","RR-POR-000.00:002.43","AB JD","SS",1,99,"OVERCAST","FORM OUTDATED. SKIN AND JAW FOUND.",2016-02-05,"2015-2016",2016,0,0,0,0,0,1,0,1
"398","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","AI MOH","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-08,"2015-2016",2016,0,0,0,0,0,0,0,0
"399","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","ZR SL","SS",1,3,"CLEAR SUNNY","START TIME CHANGE 9:32 (Done, AJ)",2016-02-09,"2015-2016",2016,0,0,0,0,0,0,0,0
"400","PORTER CREEK","POR 2","RR-POR-002.43:004.65","AI WB","SS",1,1.5,"OVERCAST",NA,2016-01-12,"2015-2016",2016,2,1,0,0,0,0,0,0
"401","PORTER CREEK","POR 3","RR-POR-004.65:006.83","WB AI","SS",1,1.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-01-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"402","PECHACO CREEK","PEC 1","RR-PEC-000.00:002.35","SL JD","SS",1,0.8,"OVERCAST","NO FISH NO REDDS",2016-01-14,"2015-2016",2016,0,0,0,0,0,0,0,0
"403","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","TC WB","SS",1,0.5,"CLEAR SUNNY",NA,2016-01-21,"2015-2016",2016,0,9,0,0,0,4,0,1
"404","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","NB MOH","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-01-21,"2015-2016",2016,0,0,0,0,0,0,0,0
"405","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","DD DP","SS",1,0.6,"OVERCAST",NA,2016-01-21,"2015-2016",2016,4,2,0,0,1,0,0,0
"406","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","ZR JD AL","SS",1,1.5,"OVERCAST",NA,2016-01-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"407","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","WB DP AL","SS",1,1,"CLEAR SUNNY",NA,2016-01-27,"2015-2016",2016,0,4,0,1,0,2,0,2
"408","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","TC SW DA","SS",1,99,"CLEAR SUNNY",NA,2016-01-27,"2015-2016",2016,0,0,0,1,0,1,0,0
"409","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","DD LP","SS",1,99,"CLEAR SUNNY","NO REDDS",2016-01-27,"2015-2016",2016,0,0,1,0,0,0,0,0
"410","HULBERT CREEK","HUL 3","RR-HUL-005.16:007.20","MOH JD","SS",1,0.7,"OVERCAST","Allegro Fail. When crew had finished Porter and went to start on Hulburt, screen was blank. Couldn't get anything but blank screen (crew did not try to reset [AJ]). Data recorded on paper and GPS points recorded on Garmin. Start and End times incorrect.",2016-01-28,"2015-2016",2016,0,1,1,0,1,0,1,0
"411","PORTER CREEK","POR 2","RR-POR-002.43:004.65","ZR SW","SS",1,3,"CLEAR SUNNY",NA,2016-01-28,"2015-2016",2016,0,3,0,0,0,1,0,1
"412","PORTER CREEK","POR 1","RR-POR-000.00:002.43","JD MOH","SS",1,99,"PARTLY CLOUDY",NA,2016-01-28,"2015-2016",2016,0,1,0,1,0,0,0,2
"413","MARK WEST CREEK","MAR 14","RR-MAR-040.18:042.85","AI NB","SS",1,0.6,"PARTLY CLOUDY",NA,2016-01-28,"2015-2016",2016,0,0,0,0,0,3,0,2
"414","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","ZR SW","SS",1,99,"OVERCAST","No Fish No Redds",2016-01-28,"2015-2016",2016,0,0,0,0,0,0,0,0
"415","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","AB JD DP","SS",1,99,"OVERCAST","START TIME IS INCORRECT BECAUSE OPENED TRIP TABLE AT OFFICE TO CHECK GPS. START TIME WAS ABOUT 10AM. (Done, AJ)",2016-01-29,"2015-2016",2016,0,0,1,0,0,0,0,3
"416","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","WB TC NO AAL","SS",1,1,"SHOWERS",NA,2016-01-29,"2015-2016",2016,0,1,0,0,0,1,0,0
"417","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","WB TC NO AAL","SS",1,1,"SHOWERS",NA,2016-01-29,"2015-2016",2016,0,0,0,0,0,1,0,0
"418","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","ZR AI JR","SS",1,99,"CLEAR SUNNY",NA,2016-02-01,"2015-2016",2016,0,0,0,0,0,0,0,1
"419","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","TC SW","SS",1,1.5,"OVERCAST",NA,2016-02-02,"2015-2016",2016,0,2,0,0,1,2,0,0
"420","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","LP AI","SS",1,99,"OVERCAST",NA,2016-02-02,"2015-2016",2016,0,1,0,0,0,0,0,1
"421","AUSTIN CREEK","AUS 6","RR-AUS-012.13:015.94","DD SL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS. Encountered issue with allegro form in the field. Entered data in the office post-survey. Actual start time: 10:30 AM  and Actual end time: 12:50 PM",2016-02-02,"2015-2016",2016,0,0,0,0,0,0,0,0
"422","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","SL ZR","SS",1,0.5,"SHOWERS",NA,2016-01-13,"2015-2016",2016,0,0,0,0,0,0,0,0
"423","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","ZR AI","SS",1,0.6,"OVERCAST","Extended Reach 1 to next tailout (~50m)",2016-01-14,"2015-2016",2016,2,0,1,0,2,0,1,0
"424","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","DP DD","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-01-21,"2015-2016",2016,0,0,0,0,0,0,0,0
"425","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","NB MOH","SS",1,0.6,"CLEAR SUNNY",NA,2016-01-21,"2015-2016",2016,0,2,0,0,0,1,0,0
"426","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","SW AI NO","SS",1,7,"CLEAR SUNNY","Allegro fail. ",2016-01-21,"2015-2016",2016,2,2,0,0,0,1,0,0
"427","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","NB DP","SS",1,0.8,"OVERCAST","NO FISH NO REDDS",2016-01-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"428","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","WB MOH","SS",1,0.5,"OVERCAST","Flag MIL256160104R004 torn down during storm. Missed during survey, unable to see redd (age 4)",2016-01-25,"2015-2016",2016,0,2,0,1,2,1,0,1
"429","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","JD LP","SS",1,0.5,"OVERCAST","NO FISH NO REDDS",2016-01-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"430","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","DD MOH","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-01-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"431","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","SL SW","SS",1,0.5,"CLEAR SUNNY",NA,2016-01-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"432","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","ZR SL JR","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-01-27,"2015-2016",2016,0,0,0,0,0,0,0,0
"433","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","AJ NO","SS",1,2,"CLEAR SUNNY","ALLEGRO FAIL. When trying to F4 out of a new redd record after entering all data, Allegro jumped to the previous redd (an old one) to the pot depth field which (instead of -9999) was blank. Moved cursor up to Redd age and then back down and all measuremen",2016-01-27,"2015-2016",2016,4,1,1,0,0,1,0,0
"434","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","SL DD","SS",1,7,"OVERCAST",NA,2016-01-28,"2015-2016",2016,1,0,0,0,1,0,0,0
"435","PORTER CREEK","POR 3","RR-POR-004.65:006.83","ZR SW","SS",1,3.5,"OVERCAST","No Fish No Redds SAW TWO TEST REDDS",2016-01-28,"2015-2016",2016,0,0,0,0,0,0,0,0
"436","PORTER CREEK (MWC)","MPO 1","RR-MPO-000.00:002.65","DD LP","SS",1,0.5,"STEADY RAIN","NO FISH NO REDDS",2016-01-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"437","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","AJ MOH","SS",1,99,"CLEAR SUNNY",NA,2016-02-01,"2015-2016",2016,0,0,0,0,0,1,0,0
"438","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","WB SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"439","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","ZR JR AI","SS",1,99,"CLEAR SUNNY",NA,2016-02-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"440","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","AJ JD SB","SS",1,99,"OVERCAST","NUTTY",2016-02-02,"2015-2016",2016,0,0,0,0,0,0,0,0
"441","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","AJ JD SB","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-02,"2015-2016",2016,0,0,0,0,0,0,0,0
"442","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","AB JR","SS",1,99,"OVERCAST",NA,2016-02-03,"2015-2016",2016,0,2,0,0,0,0,0,1
"443","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","LP BS","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"444","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","TC MH","SS",1,1,"CLEAR SUNNY","CHANGE START TIME TO 9:07 (Done, AJ)",2016-02-09,"2015-2016",2016,0,0,0,0,0,2,0,0
"445","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","JD ES SB","SS",1,99,"CLEAR SUNNY","START TIME CHANGE 10:52 (Done, AJ)",2016-02-09,"2015-2016",2016,0,0,0,0,0,0,0,0
"446","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","WB SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-09,"2015-2016",2016,0,0,0,0,0,0,0,0
"447","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","ZR SL","SS",1,3,"CLEAR SUNNY",NA,2016-02-10,"2015-2016",2016,0,0,0,0,0,0,0,0
"448","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","NB SW","SS",1,99,"CLEAR SUNNY",NA,2016-02-11,"2015-2016",2016,0,0,0,0,0,1,0,0
"449","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","WB AI","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"450","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","SL DD SB","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"451","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","LP MOH","SS",1,99,"CLEAR SUNNY",NA,2016-02-11,"2015-2016",2016,0,0,0,0,0,0,0,1
"452","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","SL ZR","SS",1,99,"SHOWERS",NA,2016-02-18,"2015-2016",2016,0,0,0,0,0,0,0,0
"453","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","JD WB","SS",1,0.8,"SHOWERS","NO FISH. VIS DECLINED TO 0.5 BY END OF SURVEY DUE TO RAIN.",2016-02-19,"2015-2016",2016,0,0,0,0,0,4,0,1
"454","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","NB LP","SS",1,0.9,"SHOWERS","VIS DROPPED TO .4 No Fish No New Redds",2016-02-19,"2015-2016",2016,0,0,0,0,0,0,0,0
"455","PORTER CREEK (MWC)","MPO 1","RR-MPO-000.00:002.65","DD ZR DP","SS",1,0.7,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-22,"2015-2016",2016,0,0,0,0,0,0,0,0
"456","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","JR WB","SS",1,99,"CLEAR SUNNY","NO FISH EXCEPT 7 ADULT SAC SUCKERS. R004 was observed on way back to truck. ",2016-02-22,"2015-2016",2016,0,0,0,1,0,3,0,1
"457","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","SL ZR","SS",1,99,"CLEAR SUNNY",NA,2016-02-24,"2015-2016",2016,0,0,0,0,0,2,0,0
"458","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","SL ZR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-24,"2015-2016",2016,0,0,0,0,0,0,0,0
"459","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","NB AI","SS",1,99,"PARTLY CLOUDY","NO FISH NO NEW REDDS",2016-02-24,"2015-2016",2016,0,0,0,0,0,0,0,0
"460","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","JD AI","SS",1,99,"PARTLY CLOUDY",NA,2016-02-25,"2015-2016",2016,0,0,0,1,0,0,0,0
"461","PORTER CREEK","POR 3","RR-POR-004.65:006.83","ZR SW","SS",1,99,"CLEAR SUNNY",NA,2016-02-25,"2015-2016",2016,0,0,0,0,0,1,0,0
"462","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","DP LP","SS",1,99,"CLEAR SUNNY","NFNNR LOA ISSUE",2016-02-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"463","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","TC CO AP","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS, 2 barriers observed GPS point take on Garmin between barriers",2016-02-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"464","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","TC SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"465","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","ZR AI","SS",1,2,"CLEAR SUNNY",NA,2016-03-01,"2015-2016",2016,0,0,0,0,0,2,0,0
"466","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","WB LP","SS",1,99,"CLEAR SUNNY",NA,2016-03-02,"2015-2016",2016,0,0,0,0,0,1,0,0
"467","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","AI SW","SS",1,99,"CLEAR SUNNY",NA,2016-03-02,"2015-2016",2016,0,0,0,0,0,0,0,3
"468","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","SL ZR","SS",1,99,"PARTLY CLOUDY","Resident trout and Sacramento Suckers present",2016-01-12,"2015-2016",2016,1,7,3,0,1,0,1,1
"469","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","AI WB","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-01-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"470","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","NB MOH","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-01-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"471","HULBERT CREEK","HUL 3","RR-HUL-005.16:007.20","DD JD","SS",1,1.5,"PARTLY CLOUDY","NO FISH NO REDDS, Data transcribed to Allegro from data sheets",2016-01-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"472","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","DD SW","SS",1,0.7,"STEADY RAIN","ALLEGRO FAIL- Prior to openning the form the allegro kept freezing and not allowing us to select anything in the drop down menus in the trip form. No Fish No redds. Crew conducted survey in subreach only due to poor visibility in Dutch Bill 1. ",2016-01-13,"2015-2016",2016,0,0,0,0,0,0,0,0
"473","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","SW AI NO","SS",1,2,"CLEAR SUNNY","No fish No redds",2016-01-21,"2015-2016",2016,0,0,0,0,0,0,0,0
"474","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","DD NO JR","SS",1,0.7,"OVERCAST","NO FISH NO REDDS",2016-01-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"475","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","TC AI","SS",1,0.5,"OVERCAST","NO FISH NO REDDS",2016-01-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"476","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","ZR TC","SS",1,0.5,"OVERCAST",NA,2016-01-26,"2015-2016",2016,0,2,0,0,0,0,0,0
"477","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","SL SW","SS",1,0.8,"OVERCAST","We missed redd flag GRE154160111R002, but we are confident that it is a 4 because we saw no redd anywhere near the place it should have exisited and was most likely blown out",2016-01-26,"2015-2016",2016,1,0,0,0,0,0,0,0
"478","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","JD JP","SS",1,0.7,"CLEAR SUNNY","NO FISH NO REDDS",2016-01-27,"2015-2016",2016,0,0,0,0,0,0,0,0
"479","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","TC LP","SS",1,1.5,"OVERCAST","NO FISH NO REDDS",2016-01-28,"2015-2016",2016,0,0,0,0,0,0,0,0
"480","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","TC LP","SS",1,1.5,"SHOWERS",NA,2016-01-28,"2015-2016",2016,0,4,0,0,0,0,0,1
"481","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","ZR SL","SS",1,1.5,"STEADY RAIN",NA,2016-01-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"482","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","NB TC AL","SS",1,1.3,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"483","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","AJ MOH","SS",1,99,"CLEAR SUNNY",NA,2016-02-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"484","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","WB AB","SS",1,99,"OVERCAST",NA,2016-02-02,"2015-2016",2016,0,0,0,0,0,1,0,0
"485","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","TC JD","SS",1,99,"PARTLY CLOUDY",NA,2016-02-03,"2015-2016",2016,0,4,0,0,0,0,0,0
"486","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","AI LP","SS",1,99,"PARTLY CLOUDY","NO FISH",2016-02-03,"2015-2016",2016,0,0,0,0,0,0,0,0
"487","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","DD ES AL","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-02-03,"2015-2016",2016,0,0,0,0,0,0,0,0
"488","PECHACO CREEK","PEC 1","RR-PEC-000.00:002.35","ZR SL","SS",1,99,"OVERCAST",NA,2016-02-03,"2015-2016",2016,0,0,0,0,0,0,0,0
"489","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","ZR AI","SS",1,99,"CLEAR SUNNY",NA,2016-02-04,"2015-2016",2016,0,0,0,0,0,1,0,1
"490","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","ZR AI","SS",1,99,"CLEAR SUNNY",NA,2016-02-04,"2015-2016",2016,0,1,0,0,0,1,0,0
"491","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","SL ZR AAL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-05,"2015-2016",2016,0,0,0,0,0,0,0,0
"492","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","JD SW","SS",1,2,"CLEAR SUNNY","ALLEGRO FAIL REACH NAME AND FRAME DIDN'T HAVE A DROP DOWN. NO FISH NO REDDS",2016-02-08,"2015-2016",2016,0,0,0,0,0,0,0,0
"493","MARK WEST CREEK","MAR 9","RR-MAR-024.34:027.19","ZR DD","SS",1,99,"CLEAR SUNNY",NA,2016-02-08,"2015-2016",2016,0,3,0,0,0,0,0,0
"494","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","AI MOH","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-08,"2015-2016",2016,0,0,0,0,0,0,0,1
"495","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","WB LP AL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-08,"2015-2016",2016,0,0,0,0,0,0,0,0
"496","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","LP AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-09,"2015-2016",2016,0,0,0,0,0,0,0,0
"497","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","WB SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-09,"2015-2016",2016,0,0,0,0,0,0,0,0
"498","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","WB SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS, No GPS taken",2016-02-09,"2015-2016",2016,0,0,0,0,0,0,0,0
"499","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","SL ZR","SS",1,99,"CLEAR SUNNY",NA,2016-02-10,"2015-2016",2016,0,0,0,0,0,1,0,0
"500","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","JR DD","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-02-10,"2015-2016",2016,0,0,0,0,0,0,0,0
"501","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","AI JD","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-02-10,"2015-2016",2016,0,0,0,0,0,0,0,0
"502","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","NB SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"503","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","WB AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"504","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","MOH LP","SS",1,99,"CLEAR SUNNY",NA,2016-02-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"505","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","DD AAL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"506","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","ZR WB DP","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"507","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","SL WB SB","SS",1,99,"CLEAR SUNNY","SOOOOOO MANY REDDS",2016-02-16,"2015-2016",2016,0,7,0,0,0,16,3,8
"508","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","DD AI","SS",1,99,"PARTLY CLOUDY","NO FISH",2016-02-16,"2015-2016",2016,0,0,0,0,0,0,0,0
"509","PORTER CREEK","POR 1","RR-POR-000.00:002.43","NB DD","SS",1,99,"OVERCAST","FISH SKIN PIECE OBSERVED",2016-02-17,"2015-2016",2016,0,0,0,0,0,1,0,0
"510","PORTER CREEK","POR 3","RR-POR-004.65:006.83","AB AI","SS",1,1,"OVERCAST",NA,2016-02-17,"2015-2016",2016,0,0,0,0,0,1,0,0
"511","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","JD SL","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-02-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"512","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","SW TC","SS",1,99,"STEADY RAIN","NO FISH NO REDDS",2016-02-18,"2015-2016",2016,0,0,0,0,0,0,0,0
"513","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","JD LP","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-02-18,"2015-2016",2016,0,0,0,0,0,0,0,0
"514","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","LP AI","SS",1,99,"OVERCAST","NO FISH",2016-02-03,"2015-2016",2016,0,0,0,0,0,0,0,1
"515","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","SL TC","SS",1,99,"CLEAR SUNNY",NA,2016-02-04,"2015-2016",2016,0,1,0,0,0,1,0,0
"516","PORTER CREEK","POR 3","RR-POR-004.65:006.83","WB LP DP","SS",1,99,"CLEAR SUNNY",NA,2016-02-05,"2015-2016",2016,0,2,0,0,0,1,0,0
"517","HULBERT CREEK","HUL 3","RR-HUL-005.16:007.20","AB JD","SS",1,99,"CLEAR SUNNY",NA,2016-02-05,"2015-2016",2016,0,1,0,0,0,0,0,1
"518","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","TC JR","SS",1,99,"CLEAR SUNNY","ALLEGRO FAIL, PAPER DATA",2016-02-08,"2015-2016",2016,0,1,0,0,0,0,0,0
"519","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","WB LP AL","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-08,"2015-2016",2016,0,0,0,0,0,2,0,2
"520","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","TC LP","SS",1,99,"PARTLY CLOUDY","Saw otter at beginning of reach",2016-02-10,"2015-2016",2016,0,1,0,0,0,0,0,3
"521","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","ZR SL","SS",1,3,"CLEAR SUNNY",NA,2016-02-10,"2015-2016",2016,0,0,0,0,0,0,0,2
"522","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","JR DD","SS",1,99,"PARTLY CLOUDY","NO FISH-Manually entered Redd data in the office.Trip drop-down malfuction.",2016-02-10,"2015-2016",2016,0,0,0,0,0,0,0,1
"523","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","WB AI","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"524","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","AB NO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"525","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","TC LP","SS",1,99,"CLEAR SUNNY",NA,2016-02-16,"2015-2016",2016,0,2,0,0,0,4,0,2
"526","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","SW JD","SS",1,99,"CLEAR SUNNY","Water is getting low",2016-02-16,"2015-2016",2016,0,1,0,0,0,1,0,0
"527","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","TC SW AL","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-02-17,"2015-2016",2016,0,0,0,0,0,0,0,0
