Tributary,ReachName,ReachID,Crew,Survey,Year,Fishing,Visibility,Weather,Comments,Season,Date
WOODS CREEK,WOO 1,RR-WOO-000.00:003.80,AI LP,SS,2016,1,99,PARTLY CLOUDY,NO FISH,2015-2016,2016-02-03
DUTCH BILL CREEK,DUT 1,RR-DUT-000.00:004.81,WB LP AL,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-08
PERENNE CREEK,DUT 1,RR-PER-000.00:000.54,WB LP AL,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-08
DUTCH BILL CREEK,DUT 2,RR-DUT-004.81:009.04,AI MOH,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-08
GRUB CREEK,DUT 2,RR-GRU-000.00:000.72,AI MOH,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-08
FELTA CREEK,FEL 1,RR-FEL-000.00:001.83,DD MOH,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-04
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,DD MOH,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-04
GRAY CREEK,GRA 1,RR-GRA-000.00:001.80,ZR SL,SS,2016,1,3,CLEAR SUNNY,"START TIME CHANGE 9:32 (Done, AJ)",2015-2016,2016-02-09
GRAY CREEK,GRA 2,RR-GRA-001.80:003.88,LP AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-09
GREEN VALLEY CREEK,GRE 1,RR-GRE-007.80:012.49,JD SB ES,SS,2016,1,99,PARTLY CLOUDY,"START TIME CHANGE 900 (Done, AJ)",2015-2016,2016-02-09
LITTLE GREEN VALLEY CREE,GRE 1,RR-LGV-000.00:001.05,JD ES SB,SS,2016,1,99,CLEAR SUNNY,"START TIME CHANGE 10:52 (Done, AJ)",2015-2016,2016-02-09
PRESS CREEK,POR 3,RR-PRE-000.00:000.59,ZR JR,SS,2016,1,99,OVERCAST,,2015-2016,2016-02-17
PORTER CREEK,POR 3,RR-POR-004.65:006.83,AB AI,SS,2016,1,1,OVERCAST,,2015-2016,2016-02-17
REDWOOD CREEK,RED 1,RR-RED-000.00:001.66,TC LP,SS,2016,1,99,PARTLY CLOUDY,Saw otter at beginning of reach,2015-2016,2016-02-10
SANTA ROSA CREEK,SAN 9,RR-SAN-028.22:029.70,AB NO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-12
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,DD AAL,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-12
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,ZR WB DP,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-12
AUSTIN CREEK,AUS 5,RR-AUS-009.86:012.13,ZR JD,SS,2016,1,2,OVERCAST,,2015-2016,2016-02-23
EAST AUSTIN CREEK,EAU 1,RR-EAU-000.00:002.00,ZR JD,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-23
AUSTIN CREEK,AUS 6,RR-AUS-012.13:015.94,TC NB,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-23
GILLIAM CREEK,GIL 1,RR-GIL-000.00:002.32,NB AI,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO NEW REDDS,2015-2016,2016-02-24
SCHOOLHOUSE CREEK,GIL 1,RR-SCH-000.00:001.00,NB AI,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-24
GRAY CREEK,GRA 1,RR-GRA-000.00:001.80,TC MH,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-22
GRAY CREEK,GRA 2,RR-GRA-001.80:003.88,AL SW NO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-22
GREEN VALLEY CREEK,GRE 1,RR-GRE-007.80:012.49,JD WB,SS,2016,1,0.8,SHOWERS,NO FISH. VIS DECLINED TO 0.5 BY END OF SURVEY DUE TO RAIN.,2015-2016,2016-02-19
LITTLE GREEN VALLEY CREE,GRE 1,RR-LGV-000.00:001.05,JD WB,SS,2016,1,1,SHOWERS,NO FISH NO REDDS,2015-2016,2016-02-19
GREEN VALLEY CREEK,GRE 2,RR-GRE-012.49:016.09,NB LP,SS,2016,1,0.9,SHOWERS,VIS DROPPED TO .4 No Fish No New Redds,2015-2016,2016-02-19
NUTTY VALLEY CREEK,GRE 2,RR-NUT-000.00:000.94,NB LP,SS,2016,1,99,STEADY RAIN,NO FISH NO REDDS,2015-2016,2016-02-19
HARRISON CREEK,GRE 2,RR-HAR-000.00:000.23,NB LP,SS,2016,1,99,SHOWERS,NO FISH NO REDDS,2015-2016,2016-02-19
GRAPE CREEK,GRP 1,RR-GRP-000.00:001.39,SL ZR,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-24
GRAPE CREEK,GRP 2,RR-GRP-001.39:002.49,SL ZR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-24
WINE CREEK,WIN 1,RR-WIN-000.00:001.65,ZR SL,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-24
MARK WEST CREEK,MAR 11,RR-MAR-030.60:033.75,SL SB,SS,2016,1,0.6,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-23
MARK WEST CREEK,MAR 12,RR-MAR-033.75:037.32,SW EM CO,SS,2016,1,1,CLEAR SUNNY,We saw one old unmarked redd and spooked 2 fish but were not able to get a ID to salmonid because of poor via conditions,2015-2016,2016-02-23
MARK WEST CREEK,MAR 14,RR-MAR-040.18:042.85,DD AI,SS,2016,1,1,OVERCAST,FISH SKIN OBSERVED,2015-2016,2016-02-19
MILL CREEK,MIL1.5,RR-MIL-002.46:003.03,NB AI,SS,2016,1,99,PARTLY CLOUDY,NO FISH,2015-2016,2016-02-18
MILL CREEK,MIL 2,RR-MIL-003.03:005.75,NB AI,SS,2016,1,99,PARTLY CLOUDY,NO FISH,2015-2016,2016-02-18
MILL CREEK,MIL 1,RR-MIL-000.00:002.46,SL ZR,SS,2016,1,99,SHOWERS,,2015-2016,2016-02-18
FELTA CREEK,FEL 1,RR-FEL-000.00:001.83,ZR SL,SS,2016,1,99,SHOWERS,,2015-2016,2016-02-18
MILL CREEK,MIL 3,RR-MIL-005.75:009.98,SW TC,SS,2016,1,99,STEADY RAIN,NO FISH NO REDDS,2015-2016,2016-02-18
WALLACE CREEK,WAL 2,RR-WAL-001.83:004.43,TC  SW,SS,2016,1,99,SHOWERS,NO FISH NO REDDS,2015-2016,2016-02-18
PORTER CREEK (MWC),MPO 1,RR-MPO-000.00:002.65,DD ZR DP,SS,2016,1,0.7,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-22
SANTA ROSA CREEK,SAN 9,RR-SAN-028.22:029.70,ZR DD DP,SS,2016,1,1,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-22
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,JD LP,SS,2016,1,99,SHOWERS,NO FISH NO REDDS,2015-2016,2016-02-18
MILL CREEK,MIL 4,RR-MIL-009.98:014.06,JD LP,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-02-18
MILL CREEK,MIL 5,RR-MIL-014.06:015.54,JD LP,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-02-18
PURRINGTON CREEK,PUR 1,RR-PUR-000.00:004.50,SL TC,SS,2016,1,0.5,SHOWERS,NO FISH NO REDDS,2015-2016,2016-02-19
REDWOOD CREEK,RED 1,RR-RED-000.00:001.66,JR WB,SS,2016,1,99,CLEAR SUNNY,NO FISH EXCEPT 7 ADULT SAC SUCKERS. R004 was observed on way back to truck. ,2015-2016,2016-02-22
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,SW LP JR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-24
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,AJ ALL WB,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2015-2016,2016-02-24
DUTCH BILL CREEK,DUT 1,RR-DUT-000.00:004.81,TC AP CO,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-26
PERENNE CREEK,DUT 1,RR-PER-000.00:000.54,TC CO AP,SS,2016,1,99,PARTLY CLOUDY,"NO FISH NO REDDS, 2 barriers observed GPS point take on Garmin between barriers",2015-2016,2016-02-26
DUTCH BILL CREEK,DUT 2,RR-DUT-004.81:009.04,DP LP,SS,2016,1,99,CLEAR SUNNY,NFNNR LOA ISSUE,2015-2016,2016-02-26
GRUB CREEK,DUT 2,RR-GRU-000.00:000.72,DP LP,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-26
GREEN VALLEY CREEK,GRE 1,RR-GRE-007.80:012.49,JD LP,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-03-01
LITTLE GREEN VALLEY CREE,GRE 1,RR-LGV-000.00:001.05,JD LP,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-01
GREEN VALLEY CREEK,GRE 2,RR-GRE-012.49:016.09,AJ TC,SS,2016,1,99,CLEAR SUNNY,"NO FISH NO REDDS. Missed old redd 1224R002, possibly missing flag and probably an age 4 now. ",2015-2016,2016-03-01
NUTTY VALLEY CREEK,GRE 2,RR-NUT-000.00:000.94,TC AJ,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-01
HARRISON CREEK,GRE 2,RR-HAR-000.00:000.23,TC AJ,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2015-2016,2016-03-01
MARK WEST CREEK,MAR 11,RR-MAR-030.60:033.75,SL JD,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-03-02
MARK WEST CREEK,MAR 12,RR-MAR-033.75:037.32,WB LP,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-03-02
MARK WEST CREEK,MAR 14,RR-MAR-040.18:042.85,SW AI,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-03-02
SANTA ROSA CREEK,SAN 9,RR-SAN-028.22:029.70,AI SW,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-03-02
MARK WEST CREEK,MAR 9,RR-MAR-024.34:027.19,NB NO,SS,2016,1,1.2,PARTLY CLOUDY,,2015-2016,2016-02-26
MARK WEST CREEK,MAR 9,RR-MAR-024.34:027.19,ZR TC,SS,2016,1,2,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-02
PORTER CREEK (MWC),MPO 1,RR-MPO-000.00:002.65,ZR TC,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-02
MILL CREEK,MIL 1,RR-MIL-000.00:002.46,DD AI,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-29
MILL CREEK,MIL1.5,RR-MIL-002.46:003.03,DD AI,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-29
FELTA CREEK,FEL 1,RR-FEL-000.00:001.83,DD AI,SS,2016,1,99,CLEAR SUNNY,MOUTH IMPASSABLE,2015-2016,2016-02-29
MILL CREEK,MIL 2,RR-MIL-003.03:005.75,WB AJ JR,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-29
MILL CREEK,MIL 3,RR-MIL-005.75:009.98,TC SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-29
WALLACE CREEK,WAL 2,RR-WAL-001.83:004.43,TC SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-02-29
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,ZR JD,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-29
MILL CREEK,MIL 4,RR-MIL-009.98:014.06,ZR JD,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-29
MILL CREEK,MIL 5,RR-MIL-014.06:015.54,ZR JD,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2015-2016,2016-02-29
PENA CREEK,PEN 1,RR-PEN-000.00:004.05,DD LP,SS,2016,1,99,CLEAR SUNNY,CRAZY SAUCE,2015-2016,2016-02-25
PENA CREEK,PEN 3,RR-PEN-006.49:009.12,JD AI,SS,2016,1,99,PARTLY CLOUDY,,2015-2016,2016-02-25
PECHACO CREEK,PEC 1,RR-PEC-000.00:002.35,JD AI,SS,2016,1,99,PARTLY CLOUDY,,2015-2016,2016-02-25
PENA CREEK,PEN 4,RR-PEN-009.12:013.89,TC SL,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-25
PENA CREEK,PEN 5,RR-PEN-013.89:017.04,WB AAL,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-26
WOODS CREEK,WOO 1,RR-WOO-000.00:003.80,WB AAL,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-02-26
PORTER CREEK,POR 1,RR-POR-000.00:002.43,ZR DD,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-26
HULBERT CREEK,HUL 3,RR-HUL-005.16:007.20,ZR DD,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-26
PORTER CREEK,POR 2,RR-POR-002.43:004.65,ZR SW,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-25
PORTER CREEK,POR 3,RR-POR-004.65:006.83,ZR SW,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-02-25
PURRINGTON CREEK,PUR 1,RR-PUR-000.00:004.50,ZR AI,SS,2016,1,2,CLEAR SUNNY,,2015-2016,2016-03-01
REDWOOD CREEK,RED 1,RR-RED-000.00:001.66,SL SW,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-03-01
AUSTIN CREEK,AUS 5,RR-AUS-009.86:012.13,JD SB,SS,2016,1,99,STEADY RAIN,,2015-2016,2016-03-03
EAST AUSTIN CREEK,EAU 1,RR-EAU-000.00:002.00,JD SB,SS,2016,1,99,OVERCAST,,2015-2016,2016-03-03
AUSTIN CREEK,AUS 6,RR-AUS-012.13:015.94,TC LP,SS,2016,1,99,STEADY RAIN,OTTER EATING STHD. Salmonid jawbones found. ,2015-2016,2016-03-03
GILLIAM CREEK,GIL 1,RR-GIL-000.00:002.32,AB SW,SS,2016,1,99,SHOWERS,NO FISH NO REDDS,2015-2016,2016-03-03
SCHOOLHOUSE CREEK,GIL 1,RR-SCH-000.00:001.00,AB SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-03
GRAY CREEK,GRA 1,RR-GRA-000.00:001.80,SL MW,SS,2016,1,99,SHOWERS,,2015-2016,2016-03-03
GRAY CREEK,GRA 2,RR-GRA-001.80:003.88,NB AI,SS,2016,1,99,SHOWERS,NO FISH NO REDDS,2015-2016,2016-03-03
GRAPE CREEK,GRP 1,RR-GRP-000.00:001.39,JD NB,SS,2016,1,99,OVERCAST,,2015-2016,2016-03-04
GRAPE CREEK,GRP 2,RR-GRP-001.39:002.49,NB JD,SS,2016,1,99,SHOWERS,NO FISH,2015-2016,2016-03-04
WINE CREEK,WIN 1,RR-WIN-000.00:001.65,NB JD,SS,2016,1,99,SHOWERS,NO FISH. SAW LOTS OF YOY AND TWO LARGE UNIDENTIFIED FROGS.,2015-2016,2016-03-04
PRESS CREEK,POR 3,RR-PRE-000.00:000.59,TC ZR,SS,2016,1,0.5,SHOWERS,NO FISH NO REDDS,2015-2016,2016-03-09
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,SL AAL,SS,2016,1,99,SHOWERS,NO FISH NO REDDS,2015-2016,2016-03-04
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,TC LP,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-03-04
HULBERT CREEK,HUL 3,RR-HUL-005.16:007.20,DD DDP,SS,2015,1,0.5,STEADY RAIN,VIS VARIES THROUGHOUT,2015-2016,2015-12-18
DUTCH BILL CREEK,DUT 1,RR-DUT-000.00:004.81,NB JD,SS,2016,1,0.8,CLEAR SUNNY,HIGH WATER. STARTED SURVEY AT ANTENNA SITE DUE TO DEEP BACKWATER NEAR THE MOUTH.,2015-2016,2016-03-17
PERENNE CREEK,DUT 1,RR-PER-000.00:000.54,NB JD,SS,2016,1,0.8,CLEAR SUNNY,"NO FISH NO REDDS. Count data had an error while running macro. Saw one adult California Giant Salamander SPCERTAIN=1. GPS ALLEGRO 38.43942317, -122.9924875, DOP 1.20 - Big guy on moss.",2015-2016,2016-03-17
DUTCH BILL CREEK,DUT 2,RR-DUT-004.81:009.04,WB SW,SS,2016,1,0.5,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-17
GRUB CREEK,DUT 2,RR-GRU-000.00:000.72,WB SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-17
GILLIAM CREEK,GIL 1,RR-GIL-000.00:002.32,AI NO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-22
SCHOOLHOUSE CREEK,GIL 1,RR-SCH-000.00:001.00,AI NO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-22
GRAY CREEK,GRA 1,RR-GRA-000.00:001.80,SL SW,SS,2016,1,0.4,CLEAR SUNNY,Poor visibility overall due to depth and water velocity.,2015-2016,2016-03-22
GRAY CREEK,GRA 2,RR-GRA-001.80:003.88,TC JD,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-22
GRAPE CREEK,GRP 1,RR-GRP-000.00:001.39,TC SW,SS,2016,1,0.5,CLEAR SUNNY,"STARTED AT BATTERY BOXES, too turbid low down.",2015-2016,2016-03-16
GRAPE CREEK,GRP 2,RR-GRP-001.39:002.49,TC SW,SS,2016,1,0.5,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-16
WINE CREEK,WIN 1,RR-WIN-000.00:001.65,TC SW,SS,2016,1,1,CLEAR SUNNY,,2015-2016,2016-03-16
MILL CREEK,MIL 3,RR-MIL-005.75:009.98,JR DD,SS,2016,1,0.6,STEADY RAIN,NO FISH NO REDDS. MIL 3 VIS. VARIED THROUGHOUT REACH FROM .5-.7.  WALLACE REACH 2 TOO TURBID TO SURVEY.,2015-2016,2016-03-21
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,AI JD,SS,2016,1,0.6,SHOWERS,NO FISH NO REDDS,2015-2016,2016-03-21
PENA CREEK,PEN 1,RR-PEN-000.00:004.05,AI JD,SS,2016,1,0.5,OVERCAST,"DEEP BACKWATER SECTION NEAR MOUTH. STARTED SURVEY AFTER FIRST BIG BEND IN THE REACH, TOOK GPS POINT AT SOS ""0318 START"". MISSED 10-15 REDDS DOWNSTREAM FROM OUR START POINT.",2015-2016,2016-03-18
PENA CREEK,PEN 3,RR-PEN-006.49:009.12,WB NO,SS,2016,1,0.9,CLEAR SUNNY,NO REDDS,2015-2016,2016-03-18
PENA CREEK,PEN 4,RR-PEN-009.12:013.89,TC AAL,SS,2016,1,0.5,CLEAR SUNNY,,2015-2016,2016-03-18
PENA CREEK,PEN 5,RR-PEN-013.89:017.04,SL DD,SS,2016,1,0.8,CLEAR SUNNY,ALLEGRO FAIL: drop downs ID#s did not work (manually entered old redd ID#s); additionally the redd and individual fish ID#s generated by the allegro were incorrect. The correct ID#s are listed in the comments sections of all new redd and inidividual fish ,2015-2016,2016-03-18
WOODS CREEK,WOO 1,RR-WOO-000.00:003.80,SL DD,SS,2016,1,1.5,CLEAR SUNNY,ALLEGRO FAIL: Drop down ID#s did not work (manually entered old redd ID3s). The correct ID#s are listed in the comments section. No new redds observed. (Updated AJ),2015-2016,2016-03-18
PORTER CREEK,POR 1,RR-POR-000.00:002.43,NO DD,SS,2016,1,0.3,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-17
HULBERT CREEK,HUL 3,RR-HUL-005.16:007.20,NO DD,SS,2016,1,0.5,CLEAR SUNNY,NO REDDS,2015-2016,2016-03-17
PORTER CREEK,POR 2,RR-POR-002.43:004.65,SL AI,SS,2016,1,0.5,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-17
PRESS CREEK,POR 3,RR-PRE-000.00:000.59,AI SL,SS,2016,1,1,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-17
PORTER CREEK,POR 3,RR-POR-004.65:006.83,SL AI,SS,2016,1,0.5,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-17
PURRINGTON CREEK,PUR 1,RR-PUR-000.00:004.50,TC AI,SS,2016,1,0.5,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-23
PECHACO CREEK,PEC 1,RR-PEC-000.00:002.35,SL JD,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-03-23
SANTA ROSA CREEK,SAN 9,RR-SAN-028.22:029.70,WB JE,SS,2016,1,0.7,CLEAR SUNNY,NO FISH,2015-2016,2016-03-23
WALLACE CREEK,WAL 2,RR-WAL-001.83:004.43,AM ZR,SS,2016,1,0.7,CLEAR SUNNY,Large Mouth Bass observed,2015-2016,2016-03-23
AUSTIN CREEK,AUS 5,RR-AUS-009.86:012.13,AI AAL,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-27
EAST AUSTIN CREEK,EAU 1,RR-EAU-000.00:002.00,AI AAL,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-27
AUSTIN CREEK,AUS 6,RR-AUS-012.13:015.94,ZR JD,SS,2016,1,99,CLEAR SUNNY,"NO FISH NO REDDS (one flag ripped but will get ID from GIS, Age=4)",2015-2016,2016-03-27
DUTCH BILL CREEK,DUT 1,RR-DUT-000.00:004.81,AB NO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-28
PERENNE CREEK,DUT 1,RR-PER-000.00:000.54,AB NO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-28
DUTCH BILL CREEK,DUT 2,RR-DUT-004.81:009.04,JD SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-28
GRUB CREEK,DUT 2,RR-GRU-000.00:000.72,SW JD,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-28
GREEN VALLEY CREEK,GRE 1,RR-GRE-007.80:012.49,AB ALL,SS,2016,1,1.1,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-25
LITTLE GREEN VALLEY CREE,GRE 1,RR-LGV-000.00:001.05,AB ALL,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-25
GREEN VALLEY CREEK,GRE 2,RR-GRE-012.49:016.09,SL JE,SS,2016,1,0.6,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-25
NUTTY VALLEY CREEK,GRE 2,RR-NUT-000.00:000.94,SL JE,SS,2016,1,0.6,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-25
HARRISON CREEK,GRE 2,RR-HAR-000.00:000.23,SL JE,SS,2016,1,0.6,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-25
GRAPE CREEK,GRP 1,RR-GRP-000.00:001.39,ZR AJ,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-03-28
GRAPE CREEK,GRP 2,RR-GRP-001.39:002.49,AJ ZR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-28
WINE CREEK,WIN 1,RR-WIN-000.00:001.65,ZR AJ,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-03-28
MARK WEST CREEK,MAR 11,RR-MAR-030.60:033.75,AI SL,SS,2016,1,0.6,CLEAR SUNNY,NO FISH,2015-2016,2016-03-29
MARK WEST CREEK,MAR 12,RR-MAR-033.75:037.32,AI SL,SS,2016,1,0.6,CLEAR SUNNY,NO FISH,2015-2016,2016-03-29
MILL CREEK,MIL 2,RR-MIL-003.03:005.75,WB TC SB,SS,2016,1,1.5,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-26
PENA CREEK,PEN 1,RR-PEN-000.00:004.05,SL TC,SS,2016,1,99,CLEAR SUNNY,Noticed two redd flags were ripped/removed. One was from 02/16 and the other was 02/25 R007. Did not enter data on either flag because we had no other info. ,2015-2016,2016-03-30
PENA CREEK,PEN 3,RR-PEN-006.49:009.12,WB NO,SS,2016,1,99,CLEAR SUNNY,No new redds,2015-2016,2016-03-30
PENA CREEK,PEN 4,RR-PEN-009.12:013.89,JE JD,SS,2016,1,99,CLEAR SUNNY,NO REDDS,2015-2016,2016-03-30
PENA CREEK,PEN 5,RR-PEN-013.89:017.04,DD SW,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-03-30
WOODS CREEK,WOO 1,RR-WOO-000.00:003.80,DD SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-30
PORTER CREEK,POR 1,RR-POR-000.00:002.43,AJ WB,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-29
HULBERT CREEK,HUL 3,RR-HUL-005.16:007.20,WB AJ,SS,2016,1,1,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-29
PORTER CREEK,POR 2,RR-POR-002.43:004.65,JE SW,SS,2016,1,99,CLEAR SUNNY,"MODERATE AMOUNT OF YOY,NO FISH NO REDDS",2015-2016,2016-03-29
PRESS CREEK,POR 3,RR-PRE-000.00:000.59,JE SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-29
PORTER CREEK,POR 3,RR-POR-004.65:006.83,JE SW,SS,2016,1,99,CLEAR SUNNY,"NO FISH NO REDDS, LESS YOY THAN POR 2 BUT DENSER CANOPY AND HARDER TO SEE THEM",2015-2016,2016-03-29
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,ZR NO,SS,2016,1,0.6,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-24
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,JD AI,SS,2016,1,0.6,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-24
EAST AUSTIN CREEK,EAU 1,RR-EAU-000.00:002.00,SW AA,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-04-05
AUSTIN CREEK,AUS 5,RR-AUS-009.86:012.13,SW AA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-05
GILLIAM CREEK,GIL 1,RR-GIL-000.00:002.32,AJ ZR,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-04-05
SCHOOLHOUSE CREEK,GIL 1,RR-SCH-000.00:001.00,ZR AJ,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-05
GRAY CREEK,GRA 1,RR-GRA-000.00:001.80,WB CM,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-05
GRAY CREEK,GRA 2,RR-GRA-001.80:003.88,WB CM,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-04-05
GREEN VALLEY CREEK,GRE 1,RR-GRE-007.80:012.49,AI AL,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-06
